1,2	1,2	1,248328241	1,47025319
1,3	1,3	1,644174806	1,396225339
1,4	1,4	0,946996478	0,81194521
1,5	1,5	2,192049942	1,164460486
1,6	1,6	1,440538077	1,793343103
1,7	1,7	1,836394382	1,677882927
1,8	1,8	3,015161564	2,105250182
1,9	1,9	0,684584008	0,574058792
2	2	2,059629853	2,292915062
2,1	2,1	1,522035033	1,743381874
2,2	2,2	1,027663604	1,794874012
2,3	2,3	2,010558365	2,484393298
2,4	2,4	1,438412014	2,624694632
2,5	2,5	3,111842715	2,89025762
2,6	2,6	2,320280047	2,284968892
2,7	2,7	3,61947169	2,989646709
2,8	2,8	1,361557762	2,08811813
2,9	2,9	2,567557701	2,019091667
3	3	2,728451635	2,225788917
3,1	3,1	3,547647815	3,370566817
3,2	3,2	3,73825682	2,877911848
3,3	3,3	2,130755149	3,604402162
3,4	3,4	3,049461522	3,19068089
3,5	3,5	3,61102956	3,175796905
3,6	3,6	4,024104966	3,570393668
3,7	3,7	3,840544223	4,177135878
3,8	3,8	3,14604144	4,255228891
3,9	3,9	4,366465685	4,185295561
4	4	4,020448461	4,405875428
4,1	4,1	4,135595971	3,230439145
4,2	4,2	4,234260934	4,04897734
4,3	4,3	3,731954887	3,92749211
4,4	4,4	4,809571619	4,063656368
4,5	4,5	4,269710377	4,896063783
4,6	4,6	3,915462083	4,42401701
4,7	4,7	5,915119266	4,169314753
4,8	4,8	4,720472352	4,760911765
4,9	4,9	4,999957888	4,819298478
5	5	4,687815157	4,849412166
5,1	5,1	5,129977638	5,570120898
5,2	5,2	5,130315567	5,538972485
5,3	5,3	4,763178804	4,768968693
5,4	5,4	4,621129354	5,893096422
5,5	5,5	5,484468724	5,279525622
5,6	5,6	5,83282956	5,187668073
5,7	5,7	5,00498267	5,110674805
5,8	5,8	5,668957046	6,375410342
5,9	5,9	6,605388385	4,958192361
6	6	5,918646445	6,045962545
6,1	6,1	5,542742483	6,469765905
6,2	6,2	6,058296993	7,574570089
6,3	6,3	6,585557924	6,655216952
6,4	6,4	6,957791689	6,527181516
6,5	6,5	5,957590139	5,977077479
6,6	6,6	7,365611394	7,730444259
6,7	6,7	6,630065676	6,630053739
6,8	6,8	6,118326206	6,06382403
6,9	6,9	7,281131885	6,891910052
7	7	6,659826997	7,806988011
7,1	7,1	6,825624995	7,214910032
7,2	7,2	6,942875284	6,822451792
7,3	7,3	7,191972762	7,076777488
7,4	7,4	6,948195728	7,290545934
7,5	7,5	7,828580866	7,51253529
7,6	7,6	7,011877781	7,743735984
7,7	7,7	8,247858202	7,796428375
7,8	7,8	7,945227426	7,749565492
7,9	7,9	7,98729194	7,147647262
8	8	8,091423679	7,92534601
8,1	8,1	7,559136987	7,942308366
8,2	8,2	7,700642031	8,510185522
8,3	8,3	7,826032229	8,109141556
8,4	8,4	8,719488255	7,853471821
8,5	8,5	7,858341054	8,600295617
8,6	8,6	8,607709687	7,679526105
8,7	8,7	8,369370298	8,969080675
8,8	8,8	9,456514931	8,734798857
8,9	8,9	8,07332521	9,216450186
9	9	8,946865412	8,901045225
9,1	9,1	8,673175617	8,791609761
9,2	9,2	9,703686595	9,158287583
9,3	9,3	9,844117559	9,457428562
9,4	9,4	8,588473581	9,745660725
9,5	9,5	9,228666892	9,119982952
9,6	9,6	9,473809767	9,163175121
9,7	9,7	8,790927112	10,29847878
9,8	9,8	8,716717194	9,664037762
9,9	9,9	9,750826774	9,80424453
10	10	8,90640106	9,667205935
10,1	10,1	9,658865395	10,40712221
10,2	10,2	10,02483277	10,6287905
10,3	10,3	10,43448453	10,44154577
10,4	10,4	10,79287886	9,986931514
10,5	10,5	10,04256528	10,91149822
10,6	10,6	10,5063177	10,95837904
10,7	10,7	11,35418854	11,52690771
10,8	10,8	11,0584384	10,60853069
10,9	10,9	10,87718831	11,63749219
